order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,_sdc_deleted_at,_sdc_received_at,_sdc_extracted_at,_sdc_batched_at,_sdc_table_version,_sdc_sequence,_sdc_source_file,_sdc_source_lineno,_sdc_sync_started_at,order_id,product_id,unit_price,quantity,discount,_sdc_batched_at,_sdc_received_at,_sdc_deleted_at,_sdc_extracted_at,_sdc_table_version,_sdc_sequence,_sdc_source_file,_sdc_source_lineno,_sdc_sync_started_at
10255,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,,2025-01-31 16:54:09.818263,2025-01-31 16:46:07.170811,2025-01-31 16:54:09.781973,,1738342449818,public-orders-20250131T134606.singer.gz,9,1738342429848,10255,36,15.2,25,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.295532,,2025-01-31 16:25:34.465772,,1738342448296,order_details-20250131T132534.singer.gz,24,1738342429848
10255,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,,2025-01-31 16:54:09.818263,2025-01-31 16:46:07.170811,2025-01-31 16:54:09.781973,,1738342449818,public-orders-20250131T134606.singer.gz,9,1738342429848,10255,59,44,30,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.295585,,2025-01-31 16:25:34.465787,,1738342448296,order_details-20250131T132534.singer.gz,25,1738342429848
10256,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,,2025-01-31 16:54:09.818348,2025-01-31 16:46:07.170933,2025-01-31 16:54:09.781973,,1738342449818,public-orders-20250131T134606.singer.gz,10,1738342429848,10256,53,26.2,15,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.295638,,2025-01-31 16:25:34.465804,,1738342448296,order_details-20250131T132534.singer.gz,26,1738342429848
10256,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,,2025-01-31 16:54:09.818348,2025-01-31 16:46:07.170933,2025-01-31 16:54:09.781973,,1738342449818,public-orders-20250131T134606.singer.gz,10,1738342429848,10256,77,10.4,12,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.295692,,2025-01-31 16:25:34.465819,,1738342448296,order_details-20250131T132534.singer.gz,27,1738342429848
10257,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,,2025-01-31 16:54:09.818432,2025-01-31 16:46:07.170963,2025-01-31 16:54:09.781973,,1738342449818,public-orders-20250131T134606.singer.gz,11,1738342429848,10257,27,35.1,25,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.295745,,2025-01-31 16:25:34.465833,,1738342448296,order_details-20250131T132534.singer.gz,28,1738342429848
10257,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,,2025-01-31 16:54:09.818432,2025-01-31 16:46:07.170963,2025-01-31 16:54:09.781973,,1738342449818,public-orders-20250131T134606.singer.gz,11,1738342429848,10257,39,14.4,6,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.295799,,2025-01-31 16:25:34.465848,,1738342448296,order_details-20250131T132534.singer.gz,29,1738342429848
10257,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,,2025-01-31 16:54:09.818432,2025-01-31 16:46:07.170963,2025-01-31 16:54:09.781973,,1738342449818,public-orders-20250131T134606.singer.gz,11,1738342429848,10257,77,10.4,15,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.295853,,2025-01-31 16:25:34.465863,,1738342448296,order_details-20250131T132534.singer.gz,30,1738342429848
10258,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,2025-01-31 16:54:09.818517,2025-01-31 16:46:07.170992,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,12,1738342429848,10258,2,15.2,50,0.2,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.295907,,2025-01-31 16:25:34.465879,,1738342448296,order_details-20250131T132534.singer.gz,31,1738342429848
10258,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,2025-01-31 16:54:09.818517,2025-01-31 16:46:07.170992,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,12,1738342429848,10258,5,17,65,0.2,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.29596,,2025-01-31 16:25:34.465893,,1738342448296,order_details-20250131T132534.singer.gz,32,1738342429848
10258,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,2025-01-31 16:54:09.818517,2025-01-31 16:46:07.170992,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,12,1738342429848,10258,32,25.6,6,0.2,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296012,,2025-01-31 16:25:34.465909,,1738342448296,order_details-20250131T132534.singer.gz,33,1738342429848
10259,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,05022,Mexico,,2025-01-31 16:54:09.818601,2025-01-31 16:46:07.171018,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,13,1738342429848,10259,21,8,10,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296065,,2025-01-31 16:25:34.465924,,1738342448296,order_details-20250131T132534.singer.gz,34,1738342429848
10259,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,05022,Mexico,,2025-01-31 16:54:09.818601,2025-01-31 16:46:07.171018,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,13,1738342429848,10259,37,20.8,1,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296118,,2025-01-31 16:25:34.465939,,1738342448296,order_details-20250131T132534.singer.gz,35,1738342429848
10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,,2025-01-31 16:54:09.818687,2025-01-31 16:46:07.171046,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,14,1738342429848,10260,41,7.7,16,0.25,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296172,,2025-01-31 16:25:34.465954,,1738342448296,order_details-20250131T132534.singer.gz,36,1738342429848
10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,,2025-01-31 16:54:09.818687,2025-01-31 16:46:07.171046,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,14,1738342429848,10260,57,15.6,50,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296224,,2025-01-31 16:25:34.465972,,1738342448296,order_details-20250131T132534.singer.gz,37,1738342429848
10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,,2025-01-31 16:54:09.818687,2025-01-31 16:46:07.171046,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,14,1738342429848,10260,62,39.4,15,0.25,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296278,,2025-01-31 16:25:34.465987,,1738342448296,order_details-20250131T132534.singer.gz,38,1738342429848
10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,,2025-01-31 16:54:09.818687,2025-01-31 16:46:07.171046,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,14,1738342429848,10260,70,12,21,0.25,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296339,,2025-01-31 16:25:34.466002,,1738342448296,order_details-20250131T132534.singer.gz,39,1738342429848
10261,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,,2025-01-31 16:54:09.81877,2025-01-31 16:46:07.171071,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,15,1738342429848,10261,21,8,20,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296395,,2025-01-31 16:25:34.466016,,1738342448296,order_details-20250131T132534.singer.gz,40,1738342429848
10261,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,,2025-01-31 16:54:09.81877,2025-01-31 16:46:07.171071,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,15,1738342429848,10261,35,14.4,20,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296449,,2025-01-31 16:25:34.466033,,1738342448296,order_details-20250131T132534.singer.gz,41,1738342429848
10262,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,,2025-01-31 16:54:09.818858,2025-01-31 16:46:07.171096,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,16,1738342429848,10262,5,17,12,0.2,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296501,,2025-01-31 16:25:34.466047,,1738342448297,order_details-20250131T132534.singer.gz,42,1738342429848
10262,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,,2025-01-31 16:54:09.818858,2025-01-31 16:46:07.171096,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,16,1738342429848,10262,7,24,15,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296555,,2025-01-31 16:25:34.466062,,1738342448297,order_details-20250131T132534.singer.gz,43,1738342429848
10262,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,,2025-01-31 16:54:09.818858,2025-01-31 16:46:07.171096,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,16,1738342429848,10262,56,30.4,2,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296608,,2025-01-31 16:25:34.466077,,1738342448297,order_details-20250131T132534.singer.gz,44,1738342429848
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,2025-01-31 16:54:09.818945,2025-01-31 16:46:07.171123,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,17,1738342429848,10263,16,13.9,60,0.25,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296662,,2025-01-31 16:25:34.466095,,1738342448297,order_details-20250131T132534.singer.gz,45,1738342429848
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,2025-01-31 16:54:09.818945,2025-01-31 16:46:07.171123,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,17,1738342429848,10263,24,3.6,28,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296725,,2025-01-31 16:25:34.466109,,1738342448297,order_details-20250131T132534.singer.gz,46,1738342429848
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,2025-01-31 16:54:09.818945,2025-01-31 16:46:07.171123,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,17,1738342429848,10263,30,20.7,60,0.25,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.29678,,2025-01-31 16:25:34.466124,,1738342448297,order_details-20250131T132534.singer.gz,47,1738342429848
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,2025-01-31 16:54:09.818945,2025-01-31 16:46:07.171123,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,17,1738342429848,10263,74,8,36,0.25,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296834,,2025-01-31 16:25:34.466138,,1738342448297,order_details-20250131T132534.singer.gz,48,1738342429848
10264,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,,2025-01-31 16:54:09.819031,2025-01-31 16:46:07.171147,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,18,1738342429848,10264,2,15.2,35,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296886,,2025-01-31 16:25:34.466154,,1738342448297,order_details-20250131T132534.singer.gz,49,1738342429848
10264,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,,2025-01-31 16:54:09.819031,2025-01-31 16:46:07.171147,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,18,1738342429848,10264,41,7.7,25,0.15,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296939,,2025-01-31 16:25:34.466169,,1738342448297,order_details-20250131T132534.singer.gz,50,1738342429848
10265,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,,2025-01-31 16:54:09.819116,2025-01-31 16:46:07.171171,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,19,1738342429848,10265,17,31.2,30,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.296991,,2025-01-31 16:25:34.466184,,1738342448297,order_details-20250131T132534.singer.gz,51,1738342429848
10265,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,,2025-01-31 16:54:09.819116,2025-01-31 16:46:07.171171,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,19,1738342429848,10265,70,12,20,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.297045,,2025-01-31 16:25:34.4662,,1738342448297,order_details-20250131T132534.singer.gz,52,1738342429848
10266,WARTH,3,1996-07-26,1996-09-06,1996-07-31,3,25.73,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,,2025-01-31 16:54:09.81921,2025-01-31 16:46:07.171197,2025-01-31 16:54:09.781973,,1738342449819,public-orders-20250131T134606.singer.gz,20,1738342429848,10266,12,30.4,12,0.05,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.297096,,2025-01-31 16:25:34.466215,,1738342448297,order_details-20250131T132534.singer.gz,53,1738342429848
